-0.0008	-0.0012	-0.0002	0.2146	0.4123	0.5637	-0.7280
-0.0008	-0.0005	-0.0002	0.2027	0.3930	0.6207	-0.6871
-0.0005	-0.0012	-0.0002	0.1946	0.4101	0.5933	-0.6217
-0.0005	-0.0002	-0.0031	0.1956	0.3840	0.5849	-0.5547
-0.0008	-0.0015	-0.0028	0.2075	0.4152	0.6075	-0.5225
-0.0012	-0.0002	-0.0076	0.2104	0.3856	0.5637	-0.5061
-0.0008	-0.0005	-0.0002	0.2227	0.3998	0.6175	-0.4475
-0.0005	-0.0005	0.0034	0.2278	0.3869	0.5762	-0.4542
-0.0005	-0.0005	0.0056	0.2436	0.3743	0.6023	-0.4262
-0.0008	0.0008	0.0030	0.2471	0.3669	0.6136	-0.3988
-0.0002	-0.0005	0.0005	0.2336	0.3566	0.6216	-0.3873
-0.0008	-0.0005	-0.0005	0.2587	0.3231	0.6191	-0.3457
-0.0008	-0.0008	-0.0002	0.2297	0.2780	0.6168	-0.2981
-0.0005	-0.0012	0.0001	0.2381	0.2594	0.5959	-0.2794
-0.0005	-0.0021	0.0001	0.2201	0.2120	0.6403	-0.2613
-0.0005	-0.0028	-0.0002	0.2214	0.1573	0.6480	-0.2382
-0.0002	0.0005	-0.0002	0.2149	0.0977	0.7237	-0.2375
-0.0012	0.0005	-0.0005	0.2104	0.1409	0.6658	-0.2124
-0.0012	0.0027	-0.0237	0.2204	0.0890	0.6506	-0.1876
-0.0015	-0.0002	-0.0092	0.1988	0.0414	0.6593	-0.1538
-0.0008	-0.0002	-0.0008	0.1991	0.0385	0.5859	-0.1148
-0.0012	0.0008	-0.0021	0.1824	0.0207	0.5453	-0.0688
-0.0008	0.0030	0.0005	0.1901	-0.0102	0.5447	-0.0311
-0.0012	0.0017	-0.0005	0.1911	-0.0182	0.5247	0.0040
-0.0008	-0.0008	-0.0018	0.1953	-0.0111	0.5382	0.1067
-0.0008	0.0005	-0.0024	0.1763	-0.0907	0.4986	0.1631
-0.0002	-0.0044	-0.0115	0.1608	-0.0507	0.4864	0.1721
-0.0008	-0.0066	-0.0185	0.1489	-0.1583	0.4391	0.3196
-0.0008	-0.0095	-0.0108	0.1257	-0.1293	0.3795	0.2858
-0.0008	-0.0134	0.0030	0.1106	-0.0829	0.3260	0.2404
-0.0008	-0.0105	0.0066	0.0977	-0.0379	0.2764	0.1892
-0.0008	0.0005	0.0050	0.0864	-0.0401	0.2359	0.2404
-0.0005	-0.0002	0.0001	0.0832	-0.0388	0.0649	0.2117
-0.0005	0.0017	-0.0002	0.0748	-0.0627	0.0349	0.2020
-0.0012	0.0024	0.0001	0.0703	-0.0784	0.0021	0.1966
0.0017	0.0037	-0.0005	0.0697	-0.0549	-0.0131	0.1592
-0.0018	0.0008	0.0001	0.0175	-0.0556	-0.0111	0.1470
-0.0005	0.0001	0.0001	0.0581	-0.0665	-0.0008	0.1183
-0.0005	-0.0002	-0.0005	0.0188	-0.0829	-0.0214	0.1673
-0.0008	-0.0012	0.0133	0.0343	-0.0813	-0.1155	0.1885
-0.0008	0.0001	0.0117	-0.0044	-0.0707	-0.1528	0.1682
-0.0008	-0.0002	-0.0005	-0.0018	-0.0581	-0.1432	0.1302
-0.0005	-0.0005	-0.0015	-0.0002	-0.0218	-0.1699	0.1087
-0.0012	-0.0024	-0.0060	-0.0018	-0.0414	-0.2134	0.1058
-0.0005	-0.0021	-0.0089	-0.0028	-0.0176	-0.2089	0.0819
-0.0002	-0.0176	-0.0034	0.0034	-0.0089	-0.2195	0.0719
-0.0008	-0.0144	0.0001	0.0011	-0.0173	-0.2324	0.0536
-0.0008	-0.0053	-0.0005	0.0024	-0.0369	-0.2349	0.0224
-0.0008	-0.0005	0.0079	0.0005	-0.0469	-0.2143	0.0153
0.0001	-0.0005	-0.0015	-0.0018	-0.0408	-0.2475	0.0133
-0.0012	-0.0002	-0.0024	-0.0037	-0.0598	-0.2797	0.0066
-0.0012	-0.0005	-0.0002	-0.0002	-0.1010	-0.2591	0.0394
-0.0008	-0.0018	-0.0005	-0.0024	-0.1219	-0.2295	0.0443
-0.0002	-0.0005	-0.0005	-0.0050	-0.1151	-0.2752	0.0265
-0.0015	-0.0005	-0.0002	-0.0028	-0.1277	-0.3122	0.0014
-0.0005	-0.0002	-0.0005	-0.0015	-0.1638	-0.3406	-0.0024
-0.0012	0.0005	-0.0008	-0.0012	-0.1924	-0.3296	-0.0005
-0.0012	0.0027	-0.0012	0.0005	-0.1950	-0.3309	-0.0031
-0.0008	0.0040	-0.0005	-0.0005	-0.2076	-0.3744	-0.0028
-0.0008	0.0011	-0.0008	-0.0005	-0.2440	-0.3802	0.0001
-0.0012	-0.0008	0.0001	-0.0008	-0.2836	-0.3947	0.0017
-0.0005	-0.0002	-0.0002	-0.0008	-0.2935	-0.4191	0.0001
-0.0005	-0.0008	0.0558	-0.0012	-0.3019	-0.4301	0.0008
-0.0005	-0.0002	0.0166	-0.0005	-0.3274	-0.4365	0.0001
-0.0008	-0.0008	-0.0137	-0.0012	-0.3776	-0.4552	0.0008
-0.0005	-0.0005	-0.0163	-0.0005	-0.3660	-0.4897	0.0021
-0.0005	-0.0005	0.0072	-0.0008	-0.3644	-0.5335	0.0008
0.0001	-0.0005	0.0156	-0.0012	-0.3995	-0.5615	0.0001
-0.0012	-0.0002	0.0195	-0.0005	-0.3959	-0.5331	0.0008
-0.0012	0.0001	0.0146	-0.0005	-0.3937	-0.5135	0.0005
-0.0005	-0.0005	0.0046	-0.0005	-0.3695	-0.5463	-0.0005
-0.0002	-0.0005	0.0008	-0.0008	-0.3969	-0.5225	0.0024
0.0001	0.0001	-0.0063	-0.0108	-0.4153	-0.5602	0.0069
-0.0008	-0.0124	-0.0089	-0.0053	-0.4162	-0.5566	0.0304
-0.0008	-0.0050	-0.0124	-0.0224	-0.4175	-0.5605	0.0343
-0.0012	-0.0053	-0.0034	-0.0176	-0.4600	-0.5048	0.0294
-0.0005	-0.0028	0.0140	-0.0256	-0.4568	-0.5222	0.0217
-0.0021	-0.0005	0.0104	-0.0253	-0.4571	-0.5457	0.0301
-0.0008	0.0005	0.0095	-0.0356	-0.4600	-0.5702	0.0285
-0.0008	-0.0002	0.0082	-0.0221	-0.4343	-0.5109	0.0236
-0.0002	0.0034	-0.0002	-0.0176	-0.4629	-0.5360	0.0143
-0.0018	0.0043	-0.0012	-0.0282	-0.4623	-0.5592	0.0059
-0.0008	0.0011	-0.0028	-0.0259	-0.4781	-0.5212	-0.0008
-0.0008	-0.0005	-0.0053	-0.0153	-0.5312	-0.5167	0.0001
-0.0002	-0.0002	-0.0002	0.0011	-0.6210	-0.4484	0.0050
-0.0008	-0.0012	0.0127	-0.0012	-0.6539	-0.4845	0.0188
-0.0005	-0.0002	0.0211	-0.0005	-0.6497	-0.5177	0.0356
-0.0044	-0.0002	0.0407	-0.0079	-0.5956	-0.5718	0.0446
0.0008	-0.0008	0.0452	-0.0098	-0.5409	-0.6365	0.0484
-0.0002	-0.0002	0.0488	-0.0137	-0.5499	-0.6333	0.0549
0.0001	-0.0012	0.0375	-0.0169	-0.5454	-0.6330	0.0591
0.0011	-0.0002	0.0301	-0.0253	-0.6004	-0.6378	0.0591
0.0001	-0.0005	0.0130	-0.0327	-0.5966	-0.6491	0.0472
0.0021	-0.0002	0.0037	-0.0337	-0.5566	-0.6555	0.0320
-0.0005	-0.0008	0.0027	-0.0346	-0.5528	-0.6188	0.0253
-0.0008	-0.0012	0.0075	-0.0385	-0.5260	-0.6037	0.0365
-0.0015	-0.0005	0.0401	-0.0369	-0.5051	-0.6017	0.0732
-0.0012	-0.0005	0.0430	-0.0414	-0.4839	-0.5380	0.0971
-0.0008	-0.0005	0.0552	-0.0459	-0.4748	-0.5834	0.1148
-0.0002	0.0001	0.0587	-0.0591	-0.4327	-0.5650	0.1386
-0.0008	0.0005	0.0410	-0.0691	-0.4253	-0.5202	0.1595
-0.0005	0.0507	0.0269	-0.0762	-0.4256	-0.5199	0.1811
-0.0012	0.0140	0.0014	-0.0920	-0.3956	-0.5573	0.2011
-0.0005	-0.0073	-0.0102	-0.1093	-0.3367	-0.5045	0.2146
-0.0008	-0.0082	0.0104	-0.1280	-0.3058	-0.4710	0.2301
-0.0005	-0.0073	0.0111	-0.1502	-0.2514	-0.4211	0.2175
-0.0012	-0.0021	0.0304	-0.2031	-0.1989	-0.3818	0.2146
-0.0002	-0.0005	0.0314	-0.2472	-0.1515	-0.3815	0.2288
-0.0018	-0.0008	0.0909	-0.2417	-0.1036	-0.3518	0.2674
-0.0005	-0.0002	0.0726	-0.2504	-0.0581	-0.3274	0.3231
-0.0002	-0.0002	0.0784	-0.2694	-0.0185	-0.3106	0.3499
-0.0005	-0.0002	0.0681	-0.2787	0.0104	-0.2745	0.3608
0.0008	-0.0005	0.0336	-0.2958	0.0156	-0.2295	0.3750
-0.0008	-0.0012	0.0359	-0.2816	0.0056	-0.2053	0.3936
-0.0008	-0.0008	0.0253	-0.2752	-0.0015	-0.1454	0.4204
-0.0005	0.0001	0.0465	-0.2765	0.0001	-0.0974	0.4497
-0.0002	-0.0015	0.0568	-0.3103	-0.0005	-0.0533	0.4535
